CALLE,CALLEWIKIDATA,TIPOCALLE
Calle_Duque_de_Sesto,,CICLOCALLES
Calle_Arrastaria,,CICLOCALLES
Calle_Samaniego,,CICLOCALLES
Calle_Samaniego,,CICLOCALLES
Calle_Esfinge,,CICLOCALLES
Calle_Hulla,,CICLOCALLES
Calle_Benimamet,,CICLOCALLES
Avenida_Monasterio_de_Silos,,CICLOCALLES
Calle_Pez_Volador,,CICLOCALLES
Calle_Samaria,,CICLOCALLES
Avenida_Nazare,https://wikidata.org/entity/Q54819754,CICLOCALLES
Avenida_Nazare,https://wikidata.org/entity/Q54819754,CICLOCALLES
Calle_Astros,,CICLOCALLES
Intercambiador_Pza._Castilla,,PEATONAL
Calle_de_San_Benito,,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
Calle_de_San_Benito,,CICLOCALLES
